gene_name	transcript_id	halflife	FPKM
SYNJ1	NM_203446	3.64 	1.25068
SYNJ1	NM_003895	3.64 	1.25068
SYNJ2	NM_003898	3.33 	6.12025
SYNJ2BP	NM_018373	6.82 	5.15026
SYNM	NM_015286	3.08 	0.989868
SYNM	NM_145728	3.08 	0.989868
SYNPO	NM_007286	2.67 	6.45227
SYNPO2	NM_133477	N.D.	10.3838
SYNPO2L	NM_024875	N.D.	0.0181908
SYNPR	NM_144642	N.D.	0
SYNRG	NM_007247	3.51 	4.03654
SYNRG	NM_080550	3.51 	4.03654
SYP	NM_003179	N.D.	0.266367
SYPL1	NM_006754	10.63 	43.7221
SYPL1	NM_182715	10.63 	43.7221
SYPL2	NM_001040709	N.D.	45.8738
SYS1	NM_033542	3.51 	12.2661
SYT1	NM_005639	N.D.	0.607963
SYT10	NM_198992	N.D.	0
SYT11	NM_152280	N.D.	10.5663
SYT12	NM_177963	5.14 	0.0454799
SYT13	NM_020826	N.D.	0.00608404
SYT14	NM_153262	N.D.	1.17784
SYT15	NM_031912	N.D.	0.32332
SYT15	NM_181519	N.D.	0.32332
SYT16	NM_031914	N.D.	0.116759
SYT17	NM_016524	5.22 	0
SYT2	NM_177402	N.D.	0
SYT3	NM_032298	N.D.	0.174484
SYT4	NM_020783	N.D.	0
SYT5	NM_003180	N.D.	0.024832
SYT6	NM_205848	N.D.	0
SYT7	NM_004200	7.35 	0.0509851
SYT8	NM_138567	N.D.	0
SYT9	NM_175733	N.D.	0.01654
SYTL1	NM_032872	2.17 	0.0251263
SYTL2	NM_206929	N.D.	18.1956
SYTL2	NM_206928	N.D.	18.1956
SYTL2	NM_032943	N.D.	18.1956
SYTL2	NM_206930	N.D.	18.1956
SYTL2	NM_032379	N.D.	18.1956
SYTL2	NM_206927	N.D.	18.1956
SYTL3	NM_001009991	N.D.	0.414703
SYTL4	NM_080737	N.D.	1.36764
SYTL5	NM_138780	7.68 	0.101716
SYVN1	NM_172230	7.03 	17.2344
SYVN1	NM_032431	7.03 	17.2344
SZT2	NM_015284	4.00 	2.3297
T	NM_003181	2.74 	0.018263
TAAR1	NM_138327	N.D.	0
TAAR2	NM_014626	N.D.	0
TAAR2	NM_001033080	N.D.	0
TAAR5	NM_003967	N.D.	0
TAAR6	NM_175067	N.D.	0
TAAR8	NM_053278	N.D.	0
TAAR9	NM_175057	N.D.	0
TAB1	NM_153497	3.85 	8.46652
TAB1	NM_006116	3.85 	8.46652
TAB2	NM_015093	2.78 	12.3278
TAB3	NM_152787	4.44 	2.36778
TAC1	NM_013997	N.D.	0.0889874
TAC1	NM_003182	N.D.	0.0889874
TAC1	NM_013996	N.D.	0.0889874
TAC1	NM_013998	N.D.	0.0889874
TAC3	NM_013251	N.D.	0.129802
TAC4	NM_170685	2.74 	0
TACC1	NM_006283	6.80 	14.2575
TACC2	NM_206860	3.28 	4.79222
TACC2	NM_006997	3.28 	4.79222
TACC2	NM_206861	3.28 	4.79222
TACC2	NM_206862	3.28 	4.79222
TACC3	NM_006342	6.24 	3.7935
TACO1	NM_016360	4.92 	11.1938
TACR1	NM_001058	2.67 	0.0237836
TACR1	NM_015727	2.67 	0.0237836
TACR2	NM_001057	N.D.	0.0489685
TACR3	NM_001059	N.D.	0
TACSTD2	NM_002353	2.90 	0.705711
TADA1	NM_053053	2.44 	2.75375
TADA2A	NM_133439	2.60 	5.1509
TADA2A	NM_001488	2.60 	5.1509
TADA3	NM_006354	17.60 	44.2093
TADA3	NM_133480	17.60 	44.2093
TAF1	NM_138923	3.28 	2.44899
TAF1	NM_004606	3.28 	2.44899
TAF10	NM_006284	>24	59.6609
TAF11	NM_005643	3.70 	14.4105
TAF12	NM_005644	4.27 	18.444
TAF13	NM_005645	4.28 	47.8198
TAF15	NM_139215	5.33 	72.1977
TAF15	NM_003487	5.33 	72.1977
TAF1A	NM_139352	3.13 	1.58779
TAF1A	NM_005681	3.13 	1.58779
TAF1B	NM_005680	3.23 	5.24623
TAF1C	NM_139353	4.00 	7.04278
TAF1C	NM_005679	4.00 	7.04278
TAF1D	NM_024116	2.70 	16.6743
TAF1L	NM_153809	N.D.	0.598313
TAF2	NM_003184	6.13 	4.20771
TAF4	NM_003185	2.94 	2.75453
TAF5	NM_006951	3.17 	0.940871
TAF5L	NM_014409	2.70 	4.25448
TAF5L	NM_001025247	2.70 	4.25448
TAF6	NM_005641	14.67 	23.8537
TAF6	NM_139315	14.67 	23.8537
TAF6L	NM_006473	3.17 	7.35463
TAF7	NM_005642	2.50 	36.9651
TAF7L	NM_024885	11.63 	0.116551
TAF8	NM_138572	3.51 	4.05308
TAGAP	NM_152133	N.D.	0.029405
TAGAP	NM_138810	N.D.	0.029405
TAGAP	NM_054114	N.D.	0.029405
TAGLN	NM_003186	2.78 	1271.48
TAGLN	NM_001001522	2.78 	1271.48
TAGLN2	NM_003564	>24	174.311
TAGLN3	NM_001008272	N.D.	0
TAGLN3	NM_001008273	N.D.	0
TAGLN3	NM_013259	N.D.	0
TAL1	NM_003189	N.D.	0
TAL2	NM_005421	N.D.	0.0801294
TALDO1	NM_006755	>24	130.812
TAMM41	NM_138807	4.76 	3.77937
TANC1	NM_033394	2.90 	3.34763
TANK	NM_133484	2.86 	12.0508
TANK	NM_004180	2.86 	12.0508
TAOK1	NM_020791	3.39 	4.80739
TAOK2	NM_016151	3.03 	17.7021
TAOK2	NM_004783	3.03 	17.7021
TAOK3	NM_016281	7.27 	8.35517
TAP2	NM_000544	N.D.	0
TAP2	NM_000544	N.D.	0
TAP2	NM_000544	N.D.	0
TAP2	NM_000544	N.D.	11.4952
TAP2	NM_000544	N.D.	0
TAP2	NM_000544	N.D.	0
TAP2	NM_000544	N.D.	0
TAP2	NM_000544	N.D.	0
TAPBPL	NM_018009	2.27 	3.76032
TAPT1	NM_153365	2.86 	2.63777
TARBP1	NM_005646	8.80 	2.37673
TARBP2	NM_134324	4.50 	10.5313
TARBP2	NM_134323	4.50 	10.5313
TARBP2	NM_004178	4.50 	10.5313
TARDBP	NM_007375	4.52 	22.2765
TARP	NM_001003799	N.D.	0
TARP	NM_001003806	N.D.	0
TARS	NM_152295	9.19 	55.0661
TARS2	NM_025150	8.88 	6.68942
TARSL2	NM_152334	2.82 	3.50541
TAS1R1	NM_138697	N.D.	0.104118
TAS1R1	NM_177540	N.D.	0.104118
TAS1R2	NM_152232	N.D.	0
TAS2R1	NM_019599	N.D.	0.0883497
TAS2R10	NM_023921	N.D.	0
TAS2R13	NM_023920	N.D.	0
TAS2R14	NM_023922	N.D.	0.26764
TAS2R16	NM_016945	N.D.	0
TAS2R19	NM_176888	N.D.	0.0860681
TAS2R20	NM_176889	N.D.	0.413476
TAS2R3	NM_016943	N.D.	0.0372251
TAS2R31	NM_176885	N.D.	0.233146
TAS2R38	NM_176817	N.D.	0
TAS2R39	NM_176881	N.D.	0
TAS2R4	NM_016944	N.D.	0.137336
TAS2R40	NM_176882	N.D.	0
TAS2R41	NM_176883	N.D.	0
TAS2R42	NM_181429	N.D.	0
TAS2R43	NM_176884	N.D.	0
TAS2R46	NM_176887	N.D.	0
TAS2R5	NM_018980	N.D.	0.0367631
TAS2R50	NM_176890	N.D.	0.0353691
TAS2R60	NM_177437	N.D.	0
TAS2R7	NM_023919	N.D.	0
TAS2R8	NM_023918	N.D.	0
TAS2R9	NM_023917	N.D.	0
TASP1	NM_017714	2.78 	2.38998
TAT	NM_000353	N.D.	0
TATDN1	NM_032026	2.78 	1.92941
TATDN2	NM_014760	6.40 	8.79842
TATDN3	NM_001042552	6.67 	2.8418
TATDN3	NM_001042553	6.67 	2.8418
TAX1BP1	NM_006024	10.61 	43.2238
TAX1BP3	NM_014604	14.00 	155.155
TAZ	NM_181311	9.05 	6.53624
TAZ	NM_181312	9.05 	6.53624
TAZ	NM_000116	9.05 	6.53624
TAZ	NM_181313	9.05 	6.53624
TBATA	NM_152710	N.D.	0
TBC1D1	NM_015173	16.71 	8.41895
TBC1D10A	NM_031937	2.27 	12.1348
TBC1D10B	NM_015527	4.25 	19.1884
TBC1D10C	NM_198517	N.D.	0.132504
TBC1D13	NM_018201	5.07 	13.1375
TBC1D14	NM_020773	3.28 	11.4156
TBC1D15	NM_022771	3.51 	6.09209
TBC1D16	NM_019020	4.33 	5.25946
TBC1D17	NM_024682	3.17 	28.5011
TBC1D19	NM_018317	2.63 	7.0454
TBC1D2	NM_018421	3.45 	40.9583
TBC1D20	NM_144628	2.67 	21.9777
TBC1D21	NM_153356	N.D.	0
TBC1D22A	NM_014346	2.63 	10.2951
TBC1D22B	NM_017772	2.82 	4.45338
TBC1D23	NM_018309	3.39 	9.2576
TBC1D24	NM_020705	3.23 	3.63547
TBC1D25	NM_002536	3.33 	3.43632
TBC1D26	NM_178571	N.D.	0.0392493
TBC1D28	NM_001039397	N.D.	0
TBC1D29	NM_015594	N.D.	0
TBC1D2B	NM_015079	3.23 	18.5863
TBC1D3G	NM_001040282	N.D.	0.214605
TBC1D4	NM_014832	5.54 	1.88152
TBC1D5	NM_014744	11.20 	9.15579
TBC1D7	NM_016495	8.89 	12.6109
TBC1D8B	NM_017752	N.D.	2.74492
TBC1D8B	NM_198881	N.D.	2.74492
TBC1D9	NM_015130	3.45 	5.43078
TBC1D9B	NM_015043	9.76 	31.65
TBC1D9B	NM_198868	9.76 	31.65
TBCA	NM_004607	2.60 	42.3702
TBCB	NM_001281	>24	42.4412
TBCC	NM_003192	2.15 	17.2663
TBCCD1	NM_018138	3.77 	3.42559
TBCD	NM_005993	4.67 	14.0866
TBCE	NM_003193	10.12 	8.57019
TBCEL	NM_152715	5.10 	5.21172
TBCK	NM_033115	3.39 	9.92194
TBK1	NM_013254	2.74 	9.03367
TBKBP1	NM_014726	2.82 	7.23287
TBL1X	NM_005647	3.70 	7.38344
TBL1XR1	NM_024665	3.85 	13.5486
TBL1Y	NM_134259	N.D.	0.156546
TBL1Y	NM_033284	N.D.	0.156546
TBL1Y	NM_134258	N.D.	0.156546
TBL2	NM_012453	8.00 	16.2468
TBL3	NM_006453	9.41 	11.2
TBP	NM_003194	3.23 	5.75721
TBPL1	NM_004865	2.82 	10.2707
TBPL2	NM_199047	N.D.	0
TBR1	NM_006593	N.D.	0
TBRG1	NM_032811	5.47 	8.17653
TBRG4	NM_199122	6.12 	15.9438
TBRG4	NM_004749	6.12 	15.9438
TBRG4	NM_030900	6.12 	15.9438
TBX1	NM_005992	4.43 	0.398317
TBX1	NM_080646	4.43 	0.398317
TBX1	NM_080647	4.43 	0.398317
TBX10	NM_005995	N.D.	0
TBX15	NM_152380	N.D.	4.07313
TBX19	NM_005149	N.D.	0.561451
TBX2	NM_005994	N.D.	9.97225
TBX21	NM_013351	N.D.	0
TBX22	NM_016954	N.D.	0
TBX3	NM_005996	2.44 	38.9206
TBX3	NM_016569	2.44 	38.9206
TBX4	NM_018488	N.D.	1.54194
TBX5	NM_181486	N.D.	13.5534
TBX5	NM_080717	N.D.	13.5534
TBX5	NM_000192	N.D.	13.5534
TBX6	NM_004608	N.D.	0.212106
TBXA2R	NM_001060	8.27 	1.36733
TBXA2R	NM_201636	8.27 	1.36733
TBXAS1	NM_001061	N.D.	0.0197111
TBXAS1	NM_030984	N.D.	0.0197111
TC2N	NM_152332	7.08 	0.0657832
TCAIM	NM_001029840	5.85 	7.23735
TCAIM	NM_173826	5.85 	7.23735
TCAIM	NM_001029839	5.85 	7.23735
TCAP	NM_003673	N.D.	0.317437
TCEA1	NM_006756	5.33 	29.0457
TCEA1	NM_201437	5.33 	29.0457
TCEA2	NM_003195	3.64 	16.7437
TCEA2	NM_198723	3.64 	16.7437
TCEA3	NM_003196	7.20 	9.31994
TCEAL1	NM_004780	4.12 	25.4005
TCEAL1	NM_001006640	4.12 	25.4005
TCEAL1	NM_001006639	4.12 	25.4005
TCEAL2	NM_080390	N.D.	0.0372061
TCEAL3	NM_001006933	6.00 	75.1631
TCEAL3	NM_032926	6.00 	75.1631
TCEAL4	NM_001006935	10.67 	128.713
TCEAL4	NM_024863	10.67 	128.713
TCEAL4	NM_001006937	10.67 	128.713
TCEAL5	NM_001012979	N.D.	0.17323
TCEAL6	NM_001006938	N.D.	0.0249711
TCEAL7	NM_152278	N.D.	18.427
TCEAL8	NM_001006684	3.39 	57.674
TCEAL8	NM_153333	3.39 	57.674
TCEANC2	NM_153035	3.33 	1.51753
TCEB1	NM_005648	10.15 	9.46845
TCEB2	NM_007108	3.70 	153.942
TCEB2	NM_207013	3.70 	153.942
TCEB3	NM_003198	3.85 	8.29949
TCEB3B	NM_016427	N.D.	0
TCERG1	NM_001040006	3.85 	5.91436
TCERG1	NM_006706	3.85 	5.91436
TCERG1L	NM_174937	N.D.	0
TCF12	NM_207037	3.70 	13.499
TCF12	NM_207036	3.70 	13.499
TCF12	NM_207040	3.70 	13.499
TCF12	NM_003205	3.70 	13.499
TCF12	NM_207038	3.70 	13.499
TCF15	NM_004609	N.D.	0
TCF20	NM_181492	3.77 	5.3385
TCF20	NM_005650	3.77 	5.3385
TCF21	NM_198392	N.D.	0.206597
TCF21	NM_003206	N.D.	0.206597
TCF23	NM_175769	N.D.	0
TCF25	NM_014972	3.17 	55.8091
TCF3	NM_003200	9.89 	13.2439
TCF4	NM_003199	N.D.	8.33249
TCF7	NM_213648	2.94 	0.503816
TCF7	NM_201634	2.94 	0.503816
TCF7	NM_201632	2.94 	0.503816
TCF7	NM_003202	2.94 	0.503816
TCF7L1	NM_031283	2.63 	8.32704
TCF7L2	NM_030756	2.53 	8.05242
TCFL5	NM_006602	5.82 	7.53754
TCHHL1	NM_001008536	N.D.	0
TCHP	NM_032300	3.23 	4.74918
TCIRG1	NM_006019	3.64 	50.6645
TCIRG1	NM_006053	3.64 	50.6645
TCL1A	NM_021966	N.D.	0
TCL1B	NM_004918	N.D.	0
TCN1	NM_001062	N.D.	0
TCN2	NM_000355	N.D.	12.8884
TCOF1	NM_000356	10.55 	9.55359
TCOF1	NM_001008657	10.55 	9.55359
TCP1	NM_001008897	17.50 	34.1035
TCP1	NM_030752	17.50 	34.1035
TCP10	NM_004610	N.D.	0
TCP10L	NM_144659	N.D.	0
TCP11	NM_018679	N.D.	0.0606491
TCP11L1	NM_018393	3.57 	5.23621
TCP11L2	NM_152772	N.D.	5.45287
TCTA	NM_022171	18.67 	18.1956
TCTE1	NM_182539	N.D.	0.0263719
TCTE3	NM_174910	2.47 	0
TCTEX1D1	NM_152665	N.D.	0.134226
TCTEX1D2	NM_152773	5.39 	8.82454
TCTEX1D4	NM_001013632	N.D.	0.483214
TCTN1	NM_024549	3.77 	18.0979
TCTN2	NM_024809	10.88 	3.97829
TCTN3	NM_015631	10.76 	19.0112
TDG	NM_003211	3.28 	3.70028
TDGF1	NM_003212	N.D.	0.0965947
TDO2	NM_005651	N.D.	0.0720503
TDP1	NM_018319	3.28 	2.22864
TDP1	NM_001008744	3.28 	2.22864
TDP2	NM_016614	4.17 	17.2785
TDRD1	NM_198795	N.D.	0
TDRD10	NM_182499	N.D.	0
TDRD3	NM_030794	2.86 	3.34904
TDRD5	NM_173533	N.D.	0
TDRD6	NM_001010870	N.D.	0.00309998
TDRD7	NM_014290	N.D.	3.83163
TDRD9	NM_153046	3.23 	0.348884
TDRKH	NM_006862	9.57 	0.566529
TEAD1	NM_021961	4.80 	23.3682
TEAD2	NM_003598	9.40 	14.0364
TEAD3	NM_003214	3.57 	34.4492
TEAD4	NM_201441	3.51 	8.27807
TEAD4	NM_003213	3.51 	8.27807
TEAD4	NM_201443	3.51 	8.27807
TEC	NM_003215	2.22 	0.357075
TECPR1	NM_015395	3.70 	6.86745
TECPR2	NM_014844	3.13 	4.9144
TECR	NM_138501	>24	35.4313
TECRL	NM_001010874	N.D.	0
TECTA	NM_005422	N.D.	0.0579806
TECTB	NM_058222	N.D.	0
TEDDM1	NM_172000	N.D.	0
TEF	NM_003216	2.38 	4.04304
TEFM	NM_024683	3.17 	4.77993
TEK	NM_000459	N.D.	0.198304
TEKT1	NM_053285	N.D.	0
TEKT2	NM_014466	N.D.	0
TEKT3	NM_031898	N.D.	0
TEKT4	NM_144705	N.D.	0
TEKT5	NM_144674	N.D.	0.0233073
TELO2	NM_016111	3.03 	9.08995
TENC1	NM_015319	3.51 	20.2288
TENC1	NM_198316	3.51 	20.2288
TENC1	NM_170754	3.51 	20.2288
TENM1	NM_014253	10.25 	0
TEP1	NM_007110	2.53 	2.4156
TEPP	NM_199046	N.D.	0.111927
TEPP	NM_199456	N.D.	0.111927
TERF1	NM_017489	3.57 	5.7994
TERF1	NM_003218	3.57 	5.7994
TERF2	NM_005652	2.94 	6.86303
TERF2IP	NM_018975	3.28 	28.7885
TERT	NM_198253	2.74 	0.0120945
TES	NM_015641	4.40 	21.9973
TES	NM_152829	4.40 	21.9973
TESC	NM_017899	8.44 	0.048771
TESK1	NM_006285	3.03 	17.4866
TESK2	NM_007170	2.82 	0.866605
TET1	NM_030625	N.D.	0.208876
TET2	NM_017628	2.47 	0.761242
TEX10	NM_017746	3.45 	8.51702
TEX101	NM_031451	N.D.	0
TEX11	NM_001003811	N.D.	0
TEX11	NM_031276	N.D.	0
TEX12	NM_031275	N.D.	0.0567424
TEX13A	NM_031274	N.D.	0
TEX13B	NM_031273	N.D.	0
TEX14	NM_198393	N.D.	0.0248563
TEX14	NM_031272	N.D.	0.0248563
TEX15	NM_031271	N.D.	0.00478819
TEX19	NM_207459	N.D.	0.0413962
TEX2	NM_018469	5.10 	10.3646
TEX26	NM_152325	N.D.	0
TEX261	NM_144582	14.00 	32.0484
TEX264	NM_015926	8.35 	45.6131
TEX28	NM_001586	N.D.	0
TEX29	NM_152324	3.23 	0.202089
TEX30	NM_138779	3.28 	6.1268
TEX33	NM_178552	N.D.	0
TEX35	NM_032126	N.D.	0
TEX37	NM_152670	N.D.	0
TEX9	NM_198524	2.60 	0.500468
TF	NM_001063	N.D.	0.036872
TFAM	NM_003201	3.64 	2.56813
TFAP2A	NM_001032280	2.70 	23.1317
TFAP2A	NM_003220	2.70 	23.1317
TFAP2A	NM_001042425	2.70 	23.1317
TFAP2B	NM_003221	N.D.	0
TFAP2C	NM_003222	N.D.	5.87264
TFAP2D	NM_172238	N.D.	0
TFAP2E	NM_178548	2.33 	0.235635
TFAP4	NM_003223	3.28 	3.80542
TFB1M	NM_016020	3.64 	2.31723
TFB2M	NM_022366	3.85 	7.65137
TFCP2	NM_005653	4.83 	7.74561
TFCP2L1	NM_014553	N.D.	0.00371341
TFDP1	NM_007111	6.00 	23.6887
TFDP2	NM_006286	6.22 	5.2963
TFDP3	NM_016521	N.D.	0.0448749
TFE3	NM_006521	8.44 	24.6419
TFEB	NM_007162	2.63 	4.75013
TFEC	NM_012252	N.D.	0
TFEC	NM_001018058	N.D.	0
TFF1	NM_003225	N.D.	0
TFF2	NM_005423	N.D.	0
TFF3	NM_003226	N.D.	0
TFG	NM_006070	7.56 	60.9881
TFG	NM_001007565	7.56 	60.9881
TFIP11	NM_012143	3.28 	12.6027
TFIP11	NM_001008697	3.28 	12.6027
TFPI	NM_006287	13.71 	15.5512
TFPI	NM_001032281	13.71 	15.5512
TFPI2	NM_006528	>24	4.85977
TFPT	NM_013342	3.23 	13.2152
TFR2	NM_003227	9.91 	0.0363404
TFRC	NM_003234	15.60 	42.5749
TG	NM_003235	N.D.	0.135283
TGDS	NM_014305	2.60 	3.24001
TGFA	NM_003236	2.78 	0.146004
TGFB1	NM_000660	23.27 	42.1991
TGFB1I1	NM_015927	5.85 	82.6368
TGFB1I1	NM_001042454	5.85 	82.6368
TGFB2	NM_003238	2.90 	6.44322
TGFB3	NM_003239	3.57 	2.52236
TGFBI	NM_000358	>24	65.6707
TGFBR1	NM_004612	8.13 	31.3851
TGFBR2	NM_003242	2.67 	31.4549
TGFBR2	NM_001024847	2.67 	31.4549
TGFBR3	NM_003243	2.53 	3.46449
TGFBRAP1	NM_004257	3.39 	7.22904
TGIF1	NM_173210	2.13 	27.254
TGIF1	NM_003244	2.13 	27.254
TGIF1	NM_174886	2.13 	27.254
TGIF1	NM_173209	2.13 	27.254
TGIF1	NM_173207	2.13 	27.254
TGIF1	NM_173211	2.13 	27.254
TGIF1	NM_173208	2.13 	27.254
TGIF1	NM_170695	2.13 	27.254
TGIF2	NM_021809	2.94 	5.91963
TGIF2LX	NM_138960	N.D.	0
TGIF2LY	NM_139214	N.D.	0
TGM1	NM_000359	N.D.	0.617777
TGM2	NM_004613	16.68 	130.084
TGM2	NM_198951	16.68 	130.084
TGM3	NM_003245	N.D.	0
TGM4	NM_003241	N.D.	0
TGM5	NM_201631	N.D.	0
TGM5	NM_004245	N.D.	0
TGM6	NM_198994	N.D.	0
TGM7	NM_052955	N.D.	0.0164242
TGOLN2	NM_006464	8.13 	48.5859
TGS1	NM_024831	2.70 	4.41069
TH	NM_000360	N.D.	0
TH	NM_199292	N.D.	0
TH	NM_199293	N.D.	0
THADA	NM_022065	3.45 	3.36419
THAP1	NM_018105	2.50 	3.84173
THAP1	NM_199003	2.50 	3.84173
THAP10	NM_020147	N.D.	1.36145
THAP11	NM_020457	2.47 	14.1025
THAP2	NM_031435	N.D.	0.739184
THAP3	NM_138350	5.83 	8.35056
THAP5	NM_182529	2.30 	5.65302
THAP6	NM_144721	N.D.	2.49564
THAP7	NM_001008695	2.67 	12.5529
THAP7	NM_030573	2.67 	12.5529
THAP8	NM_152658	2.78 	7.21268
THAP9	NM_024672	2.50 	0.348466
THBD	NM_000361	N.D.	0.0186908
THBS1	NM_003246	7.53 	2250.85
THBS2	NM_003247	N.D.	411.493
THBS3	NM_007112	2.44 	18.4961
THBS4	NM_003248	N.D.	0.0423352
THEG	NM_199202	N.D.	0
THEG	NM_016585	N.D.	0
THEM4	NM_053055	6.40 	1.47305
THEM5	NM_182578	N.D.	0
THEM6	NM_016647	3.70 	6.24429
THEMIS	NM_001010923	N.D.	0.073087
THEMIS2	NM_001039477	N.D.	0.795602
THEMIS2	NM_004848	N.D.	0.795602
THG1L	NM_017872	5.71 	8.21399
THNSL1	NM_024838	5.10 	1.01525
THNSL2	NM_018271	N.D.	16.1072
THOC1	NM_005131	3.08 	5.09148
THOC5	NM_001002878	6.73 	16.6328
THOC5	NM_001002879	6.73 	16.6328
THOC5	NM_001002877	6.73 	16.6328
THOC5	NM_003678	6.73 	16.6328
THOC6	NM_024339	10.00 	10.7921
THOC7	NM_025075	>24	33.7179
THOP1	NM_003249	9.05 	10.6259
THPO	NM_000460	N.D.	0.204645
THRA	NM_199334	6.63 	19.3218
THRA	NM_003250	6.63 	19.3218
THRAP3	NM_005119	7.43 	26.794
THRB	NM_000461	2.60 	0.912938
THRSP	NM_003251	N.D.	0.0352507
THSD1	NM_199263	3.13 	0.799645
THSD1	NM_018676	3.13 	0.799645
THSD4	NM_024817	>24	7.24218
THTPA	NM_024328	3.64 	10.2324
THUMPD1	NM_017736	2.60 	7.18473
THUMPD2	NM_025264	2.60 	2.03014
THUMPD3	NM_015453	3.45 	6.10822
THY1	NM_006288	N.D.	481.112
THYN1	NM_001037304	14.93 	17.0031
THYN1	NM_199298	14.93 	17.0031
THYN1	NM_001037305	14.93 	17.0031
THYN1	NM_199297	14.93 	17.0031
THYN1	NM_014174	14.93 	17.0031
TIA1	NM_022173	3.13 	6.04092
TIA1	NM_022037	3.13 	6.04092
TIAF1	NM_004740	7.79 	1.9684
TIAL1	NM_003252	3.51 	13.9158
TIAL1	NM_001033925	3.51 	13.9158
TIAM1	NM_003253	N.D.	0.0131933
TIAM2	NM_012454	N.D.	0.907762
TIAM2	NM_001010927	N.D.	0.907762
TICAM1	NM_182919	2.47 	6.12744
TICAM2	NM_021649	6.17 	1.89829
TICRR	NM_152259	2.47 	0.182999
TIE1	NM_005424	N.D.	0.0101685
TIFA	NM_052864	2.17 	1.53826
TIGD1	NM_145702	2.20 	0.917333
TIGD2	NM_145715	2.11 	7.31735
TIGD3	NM_145719	N.D.	0.0675769
TIGD4	NM_145720	N.D.	0.0445907
TIGD5	NM_032862	2.30 	4.58164
TIGD6	NM_030953	N.D.	2.00614
TIGD7	NM_033208	N.D.	1.26193
TIGIT	NM_173799	N.D.	0
TIMD4	NM_138379	N.D.	0
TIMELESS	NM_003920	13.37 	3.5142
TIMM10	NM_012456	11.06 	19.355
TIMM13	NM_012458	8.57 	30.85
TIMM17A	NM_006335	4.24 	24.8523
TIMM17B	NM_005834	22.76 	19.7847
TIMM21	NM_014177	3.17 	9.85691
TIMM22	NM_013337	3.64 	14.8295
TIMM23	NM_006327	10.30 	25.1418
TIMM44	NM_006351	3.77 	22.6107
TIMM50	NM_001001563	15.11 	16.1725
TIMM8A	NM_004085	2.67 	3.69616
TIMM8B	NM_012459	12.00 	26.0475
TIMM9	NM_012460	2.94 	17.8252
TIMMDC1	NM_016589	15.79 	36.0496
TIMP1	NM_003254	>24	450.511
TIMP2	NM_003255	>24	770.914
TIMP3	NM_000362	10.46 	176.824
TIMP4	NM_003256	>24	0.345184
TINAG	NM_014464	N.D.	0
TINAGL1	NM_022164	>24	12.0133
TINF2	NM_012461	3.51 	16.199
TIPARP	NM_015508	2.22 	16.8492
TIPIN	NM_017858	3.28 	2.6236
TIPRL	NM_152902	8.74 	14.9628
TIPRL	NM_001031800	8.74 	14.9628
TIRAP	NM_148910	2.82 	3.6595
TIRAP	NM_001039661	2.82 	3.6595
TJAP1	NM_080604	3.45 	9.38611
TJP1	NM_003257	7.16 	13.6192
TJP1	NM_175610	7.16 	13.6192
TJP2	NM_201629	6.00 	4.24949
TJP2	NM_004817	6.00 	4.24949
TK1	NM_003258	13.82 	6.43816
TK2	NM_004614	3.77 	11.0501
TKT	NM_001064	>24	364.585
TKTL1	NM_012253	N.D.	0
TKTL2	NM_032136	N.D.	0
TLCD1	NM_138463	3.45 	2.67628
TLE1	NM_005077	3.33 	5.32855
TLE2	NM_003260	3.33 	0.576552
TLE3	NM_005078	3.17 	0.914279
TLE4	NM_007005	3.28 	30.154
TLE6	NM_024760	N.D.	0
TLK1	NM_012290	3.33 	11.346
TLK2	NM_006852	2.50 	3.60083
TLL1	NM_012464	2.70 	0.02982
TLL2	NM_012465	N.D.	0.0454087
TLN1	NM_006289	>24	94.9737
TLN2	NM_015059	11.20 	1.9881
TLR1	NM_003263	N.D.	0.0100359
TLR10	NM_030956	N.D.	0
TLR10	NM_001017388	N.D.	0
TLR2	NM_003264	N.D.	0.0170777
TLR3	NM_003265	3.85 	0.302613
TLR4	NM_138554	2.35 	3.42059
TLR5	NM_003268	N.D.	0.0144297
TLR6	NM_006068	N.D.	0.142404
TLR7	NM_016562	N.D.	0
TLR8	NM_138636	N.D.	0
TLR9	NM_017442	N.D.	0.101242
TLX1	NM_005521	N.D.	0
TLX2	NM_016170	N.D.	0.0240237
TLX3	NM_021025	4.39 	0
TM2D1	NM_032027	3.45 	17.5811
TM2D2	NM_031940	3.17 	12.1308
TM2D2	NM_078473	3.17 	12.1308
TM2D2	NM_001024380	3.17 	12.1308
TM2D2	NM_001024381	3.17 	12.1308
TM2D3	NM_078474	2.38 	19.8179
TM2D3	NM_025141	2.38 	19.8179
TM4SF1	NM_014220	7.00 	0.755902
TM4SF18	NM_138786	N.D.	0
TM4SF19	NM_138461	N.D.	0.0983117
TM4SF20	NM_024795	N.D.	1.01662
TM4SF4	NM_004617	N.D.	0
TM4SF5	NM_003963	N.D.	0
TM6SF1	NM_023003	N.D.	1.20515
TM6SF2	NM_001001524	N.D.	4.01127
TM7SF2	NM_003273	N.D.	5.41012
TM7SF3	NM_016551	>24	13.6266
TM9SF1	NM_001014842	9.33 	38.335
TM9SF1	NM_006405	9.33 	38.335
TM9SF2	NM_004800	>24	55.9761
TM9SF3	NM_020123	11.68 	40.751
TM9SF4	NM_014742	6.59 	27.3184
